UserID,Gender,AgeGroup,FamilySubscription,MonthsSubscribed,StreamingQuality,CustomerSupportRating,BillingCycle,MonthlyPlanPrice,CancelledSubscription,AvgWatchTimePerWeek,PreferredGenre,AppRating
7336-RLLRH,1,1,1,27,1,4,2,80.85,0,8,2,2.0
4373-MAVJG,0,1,1,14,0,3,1,90.9,1,13,0,1.3
8901-HJXTF,0,1,1,12,1,3,1,29.2,1,3,0,3.1
7710-JSYOA,0,1,1,69,0,5,0,93.3,0,27,0,2.1
5419-KLXBN,0,1,1,25,0,1,1,89.15,1,12,3,4.2
3424-NMNBO,1,0,1,58,0,1,2,108.85,1,22,1,1.0
9885-MFVSU,0,1,1,35,1,4,0,46.35,0,26,0,4.4
4514-GFCFI,0,0,0,16,0,3,1,84.75,1,23,3,4.8
0607-MVMGC,1,1,1,45,1,2,2,78.75,0,13,1,3.9
3365-SAIGS,0,1,0,17,0,1,1,83.55,0,26,0,3.9
9828-AOQLM,0,1,1,1,1,3,1,45.7,1,19,2,4.7
8022-BECSI,1,1,0,22,2,0,2,19.6,0,10,4,1.8
8000-REIQB,0,0,0,1,0,3,1,69.95,1,29,0,5.0
9993-LHIEB,1,1,1,67,1,5,0,67.85,0,15,4,4.1
0266-CLZKZ,0,1,1,67,0,4,0,105.65,0,29,0,3.9
7615-ESMYF,0,1,1,2,1,2,1,44.6,1,22,2,2.4
3858-VOBET,1,1,0,23,0,3,1,74.95,1,20,4,3.2
7020-OZKXZ,0,0,0,9,0,3,1,75.5,0,29,3,3.6
3977-QCRSL,0,1,0,5,2,0,1,20.15,0,24,2,3.5
0017-DINOC,1,1,0,54,1,5,0,45.2,0,18,4,3.8
1447-PJGGA,0,1,0,57,0,1,0,95.25,1,4,4,1.3
8565-CLBZW,1,1,0,24,0,2,1,89.85,1,7,2,2.4
9139-WQQDY,0,1,1,49,0,1,2,100.45,1,20,2,2.7
0224-HJAPT,1,1,0,5,1,1,1,47.15,1,5,2,2.0
8086-OVPWV,1,1,0,2,0,1,1,80.2,1,29,1,1.7
9430-FRQOC,0,1,0,4,0,4,1,87.1,1,24,3,1.6
7639-OPLNG,1,1,1,70,1,4,0,79.25,0,19,0,2.5
3074-GQWYX,1,1,0,5,0,3,1,75.9,1,18,4,3.0
1492-QGCLU,1,1,1,53,1,4,1,85.7,0,8,0,1.3
6845-RGTYS,0,1,1,47,0,3,1,98.75,1,21,2,4.8
7328-OWMOM,0,1,0,31,2,0,2,20.1,0,9,3,4.1
4418-LZMSV,1,1,1,13,1,5,1,61.8,0,20,3,3.9
5155-AZQPB,0,1,1,28,1,3,1,49.9,0,16,1,1.7
8861-HGGKB,0,1,0,10,0,1,1,86.45,1,8,2,3.4
1087-GRUYI,1,1,1,38,2,0,0,20.4,0,10,4,3.1
7065-YUNRY,0,1,0,1,1,1,1,45.3,1,17,1,4.9
7694-VLBWQ,1,1,1,67,0,2,2,104.1,1,17,2,4.0
2546-KZAAT,1,1,1,52,1,2,2,75.4,0,17,1,3.3
0181-RITDD,1,1,1,62,0,4,0,108.15,0,18,0,4.4
5989-PGKJB,0,1,0,16,0,2,1,86.25,0,3,2,1.6
4795-KTRTH,0,0,1,5,0,3,1,81.0,1,13,4,1.1
8272-ONJLV,1,1,0,12,0,2,2,95.7,0,29,4,3.8
1488-PBLJN,0,1,1,72,0,5,0,116.85,0,27,2,1.4
0308-GIQJT,1,0,0,71,0,4,2,105.75,0,7,1,1.5
3778-FOAQW,0,1,1,24,2,0,2,20.15,0,7,3,4.0
4452-ROHMO,0,1,0,15,2,0,0,19.6,0,30,2,2.1
6481-OGDOO,1,1,1,67,0,1,2,90.6,1,23,4,3.5
3090-LETTY,1,1,0,2,1,1,1,60.95,0,8,0,4.7
5349-AZPEW,0,1,1,5,1,2,1,25.05,0,4,4,2.3
3753-TSEMP,0,1,1,15,0,3,1,88.15,1,8,3,1.9
8305-VHZBZ,1,1,0,1,2,0,1,20.2,1,16,4,1.4
9720-JJJOR,1,1,1,41,1,3,2,60.3,0,13,3,1.5
8100-HZZLJ,0,1,0,43,1,2,1,63.95,0,6,2,1.2
8775-ERLNB,1,0,1,1,0,3,1,74.3,0,26,4,1.4
8309-IEYJD,0,0,0,1,0,1,1,70.6,0,29,1,2.7
9172-JITSM,0,1,1,26,0,3,1,90.8,1,27,1,2.3
6298-QDFNH,1,1,0,22,0,2,1,79.35,1,11,4,3.8
7398-HPYZQ,1,1,1,71,1,4,0,90.55,0,26,4,4.5
3546-GHEAE,1,1,0,7,2,0,0,19.45,0,5,0,4.1
7361-YPXFS,0,0,0,28,1,4,1,64.45,0,28,4,3.1
6557-BZXLQ,1,0,0,16,0,3,1,69.65,0,18,0,1.4
2550-QHZGP,1,1,0,7,2,0,2,19.5,0,13,0,3.8
7519-JTWQH,0,1,0,69,0,5,0,110.5,0,29,0,2.5
2538-OIMXF,0,1,0,1,1,2,1,24.7,0,6,0,1.3
8543-MSDMF,1,1,0,3,1,3,1,77.4,0,3,2,4.4
9961-JBNMK,1,0,0,21,0,2,1,96.8,1,27,1,2.4
1170-SASML,0,1,1,69,0,3,1,85.4,0,23,0,1.9
4872-JCVCA,0,1,1,71,1,5,0,47.6,0,24,1,4.5
5346-BZCHP,0,1,1,69,2,0,0,19.4,0,18,0,4.6
2038-LLMLM,0,1,0,48,0,5,1,103.85,0,21,1,2.4
6173-ITPWD,1,1,1,47,0,3,1,83.35,1,18,4,2.4
9734-UYXQI,0,1,0,2,1,2,1,49.4,1,13,4,3.3
1216-BGTSP,1,1,0,45,0,4,1,108.45,0,28,1,3.9
4138-NAXED,1,1,0,51,0,2,1,81.0,0,10,0,1.3
2189-UXTKY,0,1,1,22,1,4,1,79.2,1,25,2,3.4
0744-BIKKF,1,1,0,72,1,5,0,86.65,0,3,1,4.8
7483-IQWIB,1,1,1,37,0,2,1,92.95,0,28,3,2.0
5248-KWLAR,1,1,1,71,1,4,0,90.35,0,30,2,4.6
4958-GZWIY,1,1,1,7,1,1,1,48.7,1,23,3,4.8
7996-MHXLW,0,1,0,66,2,0,0,25.15,0,28,1,2.1
7833-PKIHD,1,1,1,51,1,5,2,76.4,0,11,0,4.0
7061-OVMIM,0,1,1,30,2,0,2,19.55,0,30,3,2.0
5153-RTHKF,0,1,0,34,0,1,1,85.35,0,29,1,4.0
1852-QSWCD,1,1,1,64,2,0,0,24.8,0,14,2,4.2
4832-VRBMR,1,0,1,65,0,2,2,103.15,0,24,0,2.0
9079-LWTFD,1,1,0,47,0,5,1,100.75,0,10,3,3.9
6356-ELRKD,0,1,0,1,0,1,1,95.6,1,28,1,4.2
8624-GIOUT,0,1,0,49,1,1,1,59.75,1,19,0,2.4
3392-EHMNK,0,1,1,67,0,4,0,94.1,0,12,0,1.7
5986-WWXDV,1,1,0,39,2,0,2,19.35,0,29,4,1.4
3061-BCKYI,1,1,0,14,2,0,1,19.9,0,9,0,3.3
6179-GJPSO,0,0,0,43,0,4,1,108.15,1,21,1,4.9
7901-TBKJX,1,0,0,56,0,1,1,101.05,0,27,2,4.3
7228-PAQPD,0,1,0,14,1,5,2,59.1,0,8,4,2.7
3177-LASXD,0,1,0,1,0,1,1,71.35,1,23,1,3.1
7746-QYVCO,1,1,1,16,1,1,2,55.85,0,26,1,2.1
5804-HYIEZ,1,1,1,70,0,2,1,106.05,0,26,1,1.7
9919-FZDED,1,0,1,72,1,2,0,84.1,0,30,3,2.9
5934-TSSAU,0,1,1,23,0,2,1,75.3,0,30,3,2.9
3486-KHMLI,1,1,0,21,2,0,1,24.7,0,21,2,3.1
4897-QSUYC,0,1,0,1,2,0,1,20.15,1,20,1,4.8
1084-UQCHV,1,1,0,1,0,1,1,69.75,1,17,3,3.4
8290-YWKHZ,0,0,1,32,0,2,1,93.2,1,4,3,3.4
2955-BJZHG,1,1,1,17,0,3,1,80.85,1,16,3,1.5
3806-DXQOM,0,1,0,4,1,1,1,33.65,1,23,2,5.0
6784-XYJAE,0,1,0,36,1,2,2,55.8,0,12,2,4.1
3933-DQPWX,0,1,0,50,1,4,0,39.7,0,30,1,4.5
6661-EIPZC,0,1,1,48,1,5,1,29.5,0,18,4,2.7
8957-THMOA,0,1,0,50,2,0,0,20.15,0,9,1,3.0
2251-PYLPB,1,1,1,72,1,5,0,79.55,0,10,3,3.1
5555-RNPGT,1,1,0,10,2,0,1,24.8,0,12,3,1.8
1057-FOGLZ,0,1,0,18,2,0,1,19.65,0,17,0,3.8
9300-RENDD,1,1,0,1,0,2,1,79.95,1,10,1,4.6
0761-AETCS,0,1,0,1,2,0,1,19.3,1,15,3,1.7
8087-LGYHQ,1,1,0,9,0,1,1,94.05,0,14,3,1.3
4137-BTIKL,1,1,0,2,0,2,1,90.75,0,10,4,4.0
2190-BCXEC,0,1,1,40,0,4,1,78.85,0,17,0,2.1
6227-FBDXH,1,1,1,69,0,1,2,99.5,0,28,1,3.5
2153-MREFK,0,1,1,37,0,4,2,99.2,1,14,2,3.8
2911-WDXMV,1,1,0,18,0,2,1,80.55,0,13,1,2.3
7206-PQBBZ,1,0,1,11,0,3,1,70.2,0,21,1,4.3
3106-ULWFW,0,1,1,8,0,3,1,85.2,1,16,4,3.2
0925-VYDLG,0,1,0,3,0,3,1,75.25,1,29,1,4.5
4547-FZJWE,1,1,1,55,1,1,2,59.45,0,20,4,4.1
7422-WNBTY,1,1,1,33,0,1,1,93.35,0,15,4,4.5
0842-IWYCP,0,1,0,46,1,3,1,44.95,0,6,3,1.1
3521-HTQTV,1,1,0,34,2,0,0,26.1,0,19,2,2.0
3744-ZBHON,0,1,0,3,2,0,1,20.2,0,21,4,1.4
3373-DIUUN,1,1,1,30,2,0,0,21.25,0,29,0,2.8
8383-SGHJU,0,1,0,33,1,5,2,59.4,0,11,0,4.6
7607-QKKTJ,1,1,1,45,0,3,2,95.0,0,25,2,2.9
7707-PYBBH,1,1,0,40,1,4,1,61.9,0,9,4,4.4
8984-HPEMB,0,1,0,71,0,5,0,118.65,0,3,2,2.3
4349-GFQHK,1,1,0,1,1,1,1,54.35,1,9,3,2.4
4139-DETXS,0,1,1,72,1,5,0,64.45,0,28,0,4.6
9779-DPNEJ,0,1,1,22,0,2,1,80.15,0,9,1,2.7
9805-FILKB,1,1,1,46,2,0,2,20.2,0,22,0,4.2
5793-YOLJN,0,1,1,55,2,0,0,21.0,0,9,4,1.9
0673-IGUQO,1,1,0,1,2,0,1,20.45,0,10,2,4.8
4123-FCVCB,0,1,0,12,1,4,2,75.85,0,18,0,3.3
8819-IMISP,1,1,0,31,0,3,1,80.45,0,5,1,4.0
7802-EFKNY,1,1,1,5,1,2,1,24.95,1,15,1,1.4
8311-UEUAB,0,1,1,67,1,1,0,75.5,0,12,2,3.0
5858-EAFCZ,1,1,0,1,1,2,1,44.45,0,20,2,4.6
8035-BUYVG,1,1,1,40,1,3,2,42.35,1,9,0,4.5
1163-ONYEY,1,1,1,41,1,1,1,74.55,0,23,4,1.2
9787-XVQIU,1,1,0,1,0,1,1,75.3,1,23,3,2.2
8945-MUQUF,1,1,0,51,0,1,2,94.8,1,7,1,2.8
5656-MJEFC,1,1,1,42,1,4,0,48.15,0,25,2,1.7
6082-OQFBA,1,1,1,23,2,0,2,19.65,0,27,3,3.9
8051-HJRLT,0,0,0,1,0,3,1,70.55,1,29,3,1.7
8974-OVACP,0,1,0,1,2,0,1,20.15,0,26,3,2.4
4010-YLMVT,0,1,0,56,0,3,1,106.6,0,24,4,3.7
1379-FRVEB,1,1,0,15,0,2,1,91.0,0,9,2,2.9
8612-GXIDD,1,1,1,12,2,0,0,25.4,0,27,1,4.0
6288-CHQJB,0,1,1,54,1,5,0,69.95,0,29,2,4.8
8160-HOWOX,0,1,0,7,1,2,1,66.85,0,24,0,1.5
3023-GFLBR,0,1,1,33,0,3,1,86.15,1,19,1,3.8
6648-INWPS,1,1,1,16,2,0,1,20.15,0,6,2,1.9
4223-BKEOR,0,1,0,21,1,2,2,64.85,0,26,1,2.7
4079-VTGLK,1,0,1,30,1,1,0,74.85,0,25,0,1.1
1763-WQFUK,1,1,0,3,1,4,1,50.5,0,18,1,1.5
1391-UBDAR,1,1,0,11,0,2,1,72.9,0,21,3,2.3
8894-JVDCV,0,1,0,62,0,4,2,115.05,0,12,4,2.4
2023-VQFDL,1,1,0,18,2,0,1,19.0,0,5,0,4.6
1345-GKDZZ,1,1,0,6,2,0,1,19.55,0,29,1,4.0
2014-MKGMH,0,1,0,46,0,2,2,101.1,0,5,0,4.9
5628-FCGYG,1,1,0,21,0,2,1,84.1,0,30,3,3.4
2560-WBWXF,1,1,0,68,2,0,0,24.15,0,19,4,2.0
0248-IPDFW,0,1,0,1,1,1,1,50.1,0,12,0,2.3
7978-DKUQH,0,1,1,25,0,3,1,74.6,0,19,3,2.3
4335-UPJSI,0,1,0,24,2,0,0,19.75,0,24,3,2.3
0524-IAVZO,0,1,1,30,0,3,1,85.0,1,19,3,3.7
2737-YNGYW,0,1,0,2,0,1,1,80.55,1,23,1,3.1
1784-EZDKJ,1,1,1,51,0,2,2,106.8,0,6,2,2.5
9297-FVVDH,0,1,1,57,1,5,0,84.5,0,23,0,1.6
8007-YYPWD,0,1,0,15,2,0,0,25.05,0,25,2,1.1
7101-HRBLJ,0,1,1,72,1,4,0,83.7,0,8,3,1.9
5159-YFPKQ,0,1,0,2,0,2,1,75.8,1,14,2,1.4
6635-CPNUN,1,1,1,28,0,3,1,96.6,0,27,3,4.1
4021-RQSNY,1,0,1,29,0,1,1,98.5,1,24,3,1.4
5453-YBTWV,1,1,1,70,0,5,0,101.1,0,27,4,3.9
5039-LZRQT,0,1,0,13,2,0,2,20.2,0,22,4,2.5
2931-VUVJN,0,0,1,59,0,5,2,94.05,0,19,2,1.3
9061-TIHDA,1,0,1,13,0,3,1,95.25,1,19,0,4.3
8699-ASUFO,1,0,1,7,0,3,1,74.4,1,12,2,3.3
6418-PIQSP,0,1,1,62,1,5,0,81.0,0,9,0,1.9
8220-OCUFY,0,1,0,21,1,4,2,60.25,0,18,2,4.6
3995-WFCSM,0,1,0,2,1,3,1,60.85,0,15,1,1.2
1895-QTKDO,0,1,0,1,1,2,1,43.95,0,5,1,1.8
2038-OEQZH,1,1,0,4,0,2,1,86.05,0,4,0,4.0
1178-PZGAB,0,1,0,19,2,0,2,20.25,0,18,4,3.8
7927-AUXBZ,0,1,0,30,0,4,1,85.15,1,8,0,2.2
2626-VEEWG,1,1,1,67,2,0,0,19.4,0,8,2,1.2
2878-RMWXY,1,0,1,72,0,1,0,102.65,0,15,3,4.4
1657-DYMBM,1,1,1,53,2,0,0,19.9,0,9,1,2.3
7311-MQJCH,0,1,0,5,2,0,2,19.55,0,7,3,1.8
7375-WMVMT,1,0,1,71,0,5,0,95.5,0,26,1,3.1
1136-XGEQU,0,1,1,50,1,4,2,84.15,0,9,2,4.6
2530-FMFXO,1,1,1,56,0,4,0,103.2,0,4,1,1.2
6844-DZKRF,1,1,0,2,1,5,1,50.2,0,19,0,4.1
4695-WJZUE,0,0,0,2,0,2,1,88.55,1,15,3,3.3
7619-ODSGN,1,1,1,24,1,2,1,54.75,1,27,3,2.7
5970-GHJAW,1,1,1,46,2,0,0,19.95,0,23,2,4.0
8879-XUAHX,1,1,1,71,0,5,0,116.25,0,30,3,4.9
3689-MOZGR,0,1,0,29,1,5,1,31.2,0,29,2,1.9
4195-PNGZS,1,1,1,69,2,0,0,24.45,0,23,4,1.6
5003-XZWWO,1,1,1,71,1,5,0,84.2,0,30,0,4.7
3988-RQIXO,0,0,0,1,0,1,1,91.3,1,18,1,3.7
7622-FWGEW,1,0,1,56,1,5,0,85.65,0,28,1,2.8
6922-NCEDI,1,1,0,56,2,0,2,21.2,0,22,1,3.3
2514-GINMM,1,1,0,1,0,3,1,79.5,1,4,4,4.0
9891-NQDBD,0,1,1,28,2,0,2,25.55,0,7,0,4.1
6131-IUNXN,0,1,1,19,2,0,1,20.2,0,20,3,4.7
8548-AWOFC,1,1,1,66,1,5,1,63.85,0,30,3,2.7
9798-DRYDS,0,1,1,17,1,5,2,61.95,0,9,0,2.2
8532-UEFWH,1,1,1,52,2,0,0,25.75,0,13,0,3.6
6296-DDOOR,0,1,0,19,1,3,2,58.2,0,27,1,2.7
7951-VRDVK,0,1,0,36,1,5,2,85.85,0,27,3,3.4
5931-FLJJF,1,0,1,7,0,1,1,70.1,1,13,0,2.7
4815-YOSUK,1,1,1,72,0,4,2,104.9,0,24,3,1.6
2659-VXMWZ,1,1,1,67,0,2,2,111.3,1,19,0,2.9
0380-NEAVX,1,0,0,34,0,1,2,99.85,0,18,2,3.8
3207-OYBWH,1,0,1,57,0,2,1,95.25,1,15,1,4.2
4285-GYRQC,0,1,1,7,0,2,1,86.25,1,24,0,3.0
7216-EWTRS,0,0,1,1,0,3,1,100.8,1,7,4,1.7
4365-MSDYN,1,1,1,8,2,0,1,19.55,0,22,0,2.7
7036-TYDEC,0,1,0,69,0,4,0,104.0,0,18,2,4.1
5802-ADBRC,0,1,1,50,0,1,2,104.4,0,30,4,2.7
8076-FEZKJ,1,1,0,10,2,0,2,19.5,0,24,4,3.8
5197-YPYBZ,0,1,1,12,2,0,0,25.25,0,24,0,3.0
8337-MSSXB,0,1,0,14,0,3,1,86.3,1,18,2,2.0
4312-GVYNH,0,1,1,70,1,5,0,49.85,0,18,4,4.2
8495-LJDFO,0,0,0,64,0,5,1,108.95,0,16,1,1.3
0839-JTCUD,0,1,1,66,1,4,0,89.9,0,8,1,3.1
5494-WOZRZ,0,1,1,71,1,5,0,82.0,0,4,3,1.8
1302-UHBDD,1,0,0,20,0,1,1,89.95,0,16,3,1.3
2234-EOFPT,1,1,1,72,1,5,0,79.35,0,18,2,3.0
8619-IJNDK,0,1,1,71,1,4,0,64.05,0,25,4,3.0
8378-LKJAF,1,1,1,38,0,1,1,101.15,0,22,1,3.8
8182-BJDSI,0,1,0,28,0,3,1,89.95,1,15,1,4.0
2528-HFYZX,1,0,1,17,0,3,1,76.45,1,17,2,3.9
1153-GNOLC,1,1,0,33,1,3,2,39.1,0,14,4,2.6
3298-QEICA,0,1,1,23,1,4,0,34.6,0,11,2,3.5
0788-DXBFY,1,1,1,58,2,0,2,19.55,0,28,0,3.3
3597-YASZG,0,0,1,70,0,4,0,104.45,0,20,1,2.7
3496-LFSZU,1,1,1,4,0,1,1,70.5,0,23,2,3.4
5242-UOWHD,1,1,1,45,2,0,0,20.35,0,16,2,4.8
2482-CZGBB,1,1,0,10,0,1,1,70.0,1,22,0,1.8
6479-SZPLM,1,1,1,36,2,0,0,19.45,0,27,3,4.6
8097-VBQTZ,1,1,0,54,1,4,1,69.9,0,6,1,1.2
4500-HKANN,1,1,1,23,1,4,0,59.7,0,10,2,2.2
9917-KWRBE,0,1,1,41,1,2,2,78.35,0,10,1,2.2
3420-ZDBMA,1,0,0,5,0,1,1,71.45,0,24,3,3.5
2212-LYASK,1,1,1,27,1,2,2,45.85,0,24,2,1.5
1393-IMKZG,0,1,0,1,0,5,1,95.85,0,18,0,4.5
8069-RHUXK,0,1,1,67,1,4,0,35.7,0,29,1,4.3
3398-GCPMU,0,0,1,72,1,4,0,89.55,0,26,0,3.6
2908-WGAXL,0,1,1,56,2,0,0,24.95,0,30,3,2.8
3378-AJRAO,1,1,1,44,2,0,2,24.85,0,30,3,4.7
1013-QCWAM,0,0,1,66,0,2,1,100.8,0,12,1,4.3
0866-QLSIR,0,1,0,34,1,5,2,64.4,1,27,3,3.0
6050-FFXES,0,1,1,69,0,5,0,105.35,0,23,4,3.8
7181-BQYBV,0,1,1,1,0,3,1,102.45,1,29,1,3.3
0362-RAOQO,0,1,0,40,2,0,0,19.65,0,19,4,3.4
9554-DFKIC,1,1,1,30,1,3,1,54.45,0,3,3,2.3
5527-ACHSO,0,1,0,11,1,4,1,70.5,0,20,1,2.8
0829-DDVLK,0,1,0,15,2,0,2,20.1,0,12,4,1.3
1399-UBQIU,1,1,0,11,1,2,1,69.35,0,28,3,2.4
1813-JLKWR,0,1,1,64,2,0,2,19.8,0,23,2,3.8
0336-PIKEI,1,0,1,72,1,5,0,74.4,0,6,2,4.8
7322-OCWHC,1,0,1,72,0,5,0,93.05,0,3,0,4.9
9537-VHDTA,0,1,0,1,1,1,1,51.2,0,6,2,3.2
4957-TIALW,0,1,0,15,1,4,2,65.6,0,6,4,3.4
2054-PJOCK,0,1,0,60,1,5,2,80.55,0,28,2,1.7
9150-HEPMB,1,1,0,56,1,1,2,52.7,0,6,1,3.8
9030-QGZNL,0,1,0,8,2,0,0,20.85,0,19,1,1.3
6204-IEUXJ,0,1,0,3,0,4,1,80.1,1,11,1,2.1
3126-WQMGH,0,1,1,49,1,2,1,52.15,0,21,2,3.7
4529-CKBCL,0,1,0,2,0,3,1,80.2,1,15,2,2.2
2506-CLAKW,0,1,0,6,0,5,1,98.15,1,6,0,1.2
7176-WRTNX,1,1,0,70,0,5,0,114.95,0,7,3,4.3
1583-IHQZE,1,1,0,12,0,4,1,112.95,1,15,0,2.2
5732-IKGQH,1,0,1,52,0,5,2,104.45,0,25,4,1.3
9239-GZHZE,0,1,1,72,0,5,0,113.65,0,18,1,1.3
7205-BAIAD,0,1,0,40,2,0,0,20.6,0,24,2,2.0
0151-ONTOV,0,1,0,1,0,2,1,70.9,1,7,3,1.7
4140-MUHUG,0,0,0,3,0,1,1,86.85,1,10,3,4.1
0093-EXYQL,0,0,0,40,0,2,1,91.55,0,18,2,2.3
8064-RAVOH,1,1,0,1,1,1,1,49.85,0,3,0,4.2
0219-QAERP,1,1,1,30,2,0,2,19.8,0,25,3,1.7
0320-JDNQG,1,1,1,23,0,5,1,99.85,1,30,0,3.0
7180-PISOG,1,1,1,1,0,3,1,74.5,1,8,2,3.8
9168-INPSZ,0,0,1,44,0,5,1,104.15,0,13,0,3.6
3571-RFHAR,1,1,0,65,0,5,1,109.15,1,18,1,3.4
0015-UOCOJ,0,0,0,7,1,2,1,48.2,0,7,2,4.7
5334-AFQJB,1,0,0,72,2,0,0,25.1,0,18,2,1.9
2754-SDJRD,0,0,0,8,0,5,1,100.15,0,9,3,3.0
9578-VRMNM,0,1,0,16,1,1,1,65.2,1,21,3,4.5
1587-FKLZB,1,0,1,66,0,3,1,99.5,1,3,3,1.3
6140-QNRQQ,1,1,0,1,0,3,1,71.55,1,11,1,1.2
8963-JLGJT,1,1,0,3,1,3,1,55.9,0,20,1,1.9
4307-KTUMW,1,1,1,53,0,1,1,93.9,1,15,4,3.5
1465-LNTLJ,1,0,1,8,1,4,1,64.4,0,28,2,2.0
5440-FLBQG,1,0,1,69,0,4,0,108.4,1,17,3,1.8
2135-DQWAQ,0,1,0,5,0,2,1,85.3,0,5,2,2.8
4056-QHXHZ,0,1,1,72,0,4,0,107.45,0,26,0,3.5
7470-MCQTK,0,1,1,13,1,3,1,48.75,1,30,1,2.0
7488-MXJIV,0,1,0,4,0,1,1,85.65,1,12,4,2.2
7401-JIXNM,0,1,1,54,1,4,0,91.3,0,11,0,3.5
9339-FIIJL,1,1,1,72,1,5,0,85.95,0,15,2,4.8
2027-FECZV,1,1,0,12,0,1,1,106.7,1,18,1,3.7
2672-DZUOY,1,1,0,1,1,2,1,25.15,1,5,3,4.1
4706-DGAHW,1,0,0,1,1,1,1,45.2,0,24,0,2.5
3870-MQAMG,0,1,1,54,0,4,2,110.35,1,25,1,2.1
6670-MFRPK,1,1,1,69,0,2,0,79.2,0,17,2,2.8
6177-PEVRA,0,1,0,48,1,2,0,55.5,0,19,2,4.2
4800-CZMPC,0,1,1,48,0,1,2,103.25,1,16,0,2.8
4813-HQMGZ,0,1,1,8,0,4,1,90.25,0,9,0,4.4
7579-KKLOE,1,1,1,71,1,4,0,91.25,0,22,0,5.0
7377-DMMRI,1,1,0,2,1,2,1,47.8,1,18,4,1.3
8402-EIVQS,1,1,1,67,0,2,2,100.9,0,23,3,1.2
4947-DSMXK,1,1,1,34,0,3,1,97.7,0,10,1,1.6
7245-NIIWQ,0,1,0,3,0,3,1,69.85,0,6,2,2.5
0002-ORFBO,0,1,1,9,1,5,2,65.6,0,22,2,1.5
3324-OIRTO,1,1,1,71,0,1,2,104.65,0,26,3,4.5
5414-OFQCB,1,1,0,57,0,4,0,90.45,0,17,0,1.1
4967-WPNCF,1,1,0,72,1,5,0,63.7,0,7,0,2.3
8552-OBVRU,0,0,1,48,0,5,1,104.5,0,15,2,1.7
8499-BRXTD,1,1,0,18,2,0,2,20.1,0,8,3,4.7
9154-QDGTH,1,1,1,43,0,4,2,104.3,0,30,2,3.7
8197-BFWVU,0,1,1,72,1,4,0,93.25,0,29,0,4.6
2577-GVSIL,1,1,1,35,1,4,2,73.45,0,7,1,4.9
9367-OIUXP,1,1,0,4,2,0,1,20.7,0,19,0,3.0
6770-UAYGJ,0,1,1,49,2,0,0,25.25,0,9,1,1.9
6463-HHXJR,0,1,1,71,0,2,0,100.5,0,8,4,1.8
7928-VJYAB,1,1,1,11,0,2,1,90.6,0,4,3,1.9
1187-WILMM,1,1,1,63,1,4,0,89.4,0,13,4,3.8
9776-OJUZI,0,0,0,65,0,1,1,95.45,0,9,0,1.2
1306-RPWXZ,0,1,0,49,2,0,0,20.45,0,24,3,1.2
8949-JTMAY,0,1,0,29,0,2,1,98.6,1,23,0,3.4
2774-LVQUS,0,0,1,15,0,4,1,83.05,1,10,3,3.6
3097-PYWXL,0,1,1,4,2,0,1,19.95,0,7,3,3.7
2266-SJNAT,0,1,1,72,0,5,2,109.15,0,29,0,2.5
0869-PAPRP,0,0,1,26,0,1,1,85.7,0,20,0,4.2
4238-JSSWH,0,0,1,35,0,2,1,102.05,0,24,3,3.1
2972-YDYUW,0,1,0,57,0,5,2,94.7,0,18,3,1.4
1104-FEJAM,1,1,1,28,1,1,1,64.4,0,16,0,4.2
2809-ILCYT,0,1,1,25,2,0,2,26.8,0,14,0,4.8
5499-ECUTN,0,1,1,47,1,3,2,66.05,0,19,2,1.2
4981-FLTMF,0,1,1,57,1,4,1,65.2,0,7,2,2.6
9121-PHQSR,1,0,1,16,0,3,1,85.05,0,16,2,3.0
3113-IWHLC,1,1,0,5,1,2,1,55.8,0,8,4,1.6
3211-ILJTT,1,1,1,17,0,1,1,70.4,1,17,3,4.5
4612-THJBS,0,0,0,56,0,2,2,104.75,1,9,1,2.1
4277-BWBML,1,1,1,72,2,0,0,19.95,0,16,4,4.1
4094-NSEDU,0,0,0,21,0,2,1,94.25,1,20,3,3.7
0234-TEVTT,0,1,1,48,1,2,2,45.0,0,3,1,3.4
4304-TSPVK,0,1,1,68,0,4,0,114.9,0,8,2,1.8
1552-AAGRX,0,1,0,30,0,4,1,106.4,0,5,1,1.9
2637-FKFSY,0,1,1,3,1,2,1,46.1,0,7,0,1.2
9796-MVYXX,0,0,0,14,1,4,0,39.7,0,14,0,2.0
7874-ECPQJ,0,1,0,4,2,0,1,20.05,0,13,3,2.4
0020-INWCK,0,1,1,71,0,3,0,95.75,0,15,4,4.3
7089-RKVSZ,1,1,1,8,2,0,2,24.4,0,18,2,2.5
2683-JXWQQ,1,1,1,61,1,2,1,33.6,0,20,3,4.0
9548-ZMVTX,1,1,1,72,0,5,0,90.45,0,19,2,2.8
8739-XNIKG,0,1,0,5,0,2,1,84.0,0,19,0,4.1
9755-JHNMN,0,1,0,49,1,4,0,67.4,0,13,4,4.9
3981-QSVQI,1,1,0,8,2,0,1,19.7,0,22,4,2.0
2789-HQBOU,1,1,0,3,0,3,1,80.35,0,12,0,4.4
9424-CMPOG,1,1,1,9,2,0,0,19.6,0,18,1,3.5
5067-WJEUN,1,1,1,67,1,1,0,54.2,0,4,4,4.3
3450-WXOAT,1,1,0,46,1,1,1,45.2,0,19,1,3.6
9251-WNSOD,0,1,1,67,1,2,2,75.1,0,24,2,2.7
